지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y),문화체육업종명
서울특별시 송파구 문정동 289 가든파이브웍스 지하1층,"서울특별시 송파구 충민로 52, 지하1층 (문정동)",스포존,210780.126180232    ,441730.920486073    ,체력단련장업
서울특별시 송파구 송파동 18-11 굿피플오피스 송파 8층,"서울특별시 송파구 백제고분로41길 7-15, 굿피플오피스 송파 8층 (송파동)",파이널짐,209448.729118958    ,444914.983221275    ,체력단련장업
서울특별시 송파구 오금동 10-3 2층,"서울특별시 송파구 위례성대로22길 18, 2층 (오금동)",이코리아PTGYM,211463.435          ,445177.12           ,체력단련장업
서울특별시 송파구 가락동 167-5 명문빌딩,"서울특별시 송파구 오금로 414, 명문빌딩 지하1층 (가락동)",위스테이피트니스 개롱역점,211947.929383351    ,443898.058152889    ,체력단련장업
서울특별시 송파구 석촌동 277,"서울특별시 송파구 가락로 99, 6층 601호 (석촌동)",피지오 로직 재활PT&트레이닝센터,209374.045795449    ,444343.280267067    ,체력단련장업
서울특별시 송파구 문정동 652-5 문정 아이파크,"서울특별시 송파구 법원로4길 6, 문정 아이파크 지하1층 103,104호 (문정동)",좋은습관 PT STUDIO 문정점,                    ,                    ,체력단련장업
서울특별시 송파구 방이동 51-11 대종빌딩,"서울특별시 송파구 백제고분로 509, 대종빌딩 지하 2층 201호 (방이동)",프리원핏 방이점,210112.095847264    ,445960.615515654    ,체력단련장업
서울특별시 송파구 석촌동 296-10 형제빌딩,"서울특별시 송파구 송파대로 381, 형제빌딩 4층 (석촌동)",에이온 재활운동센터,209671.6547983      ,444361.190086159    ,체력단련장업
서울특별시 송파구 방이동 44-1,"서울특별시 송파구 백제고분로51길 30, 4층 (방이동)",올시즌짐 PT 방이점,209879.174643529    ,446088.51074896     ,체력단련장업
서울특별시 송파구 신천동 7 장미아파트 비상가,"서울특별시 송파구 올림픽로35길 112, 장미아파트 비상가 2동 5층 1호 (신천동)",대한민국피티1팀,208707.089897534    ,446299.352775446    ,체력단련장업
서울특별시 송파구 송파동 19-2 녹십초빌딩,"서울특별시 송파구 송파대로 438, 녹십초빌딩 지하1층 B103호 (송파동)",소울팩토리짐,209383.755626481    ,444872.380419567    ,체력단련장업
서울특별시 송파구 잠실동 19-9 잠실파인애플상가,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 지하1층 A116호 (잠실동)",팀호프핏,207373.50021477     ,445545.656024061    ,체력단련장업
서울특별시 송파구 가락동 79-2 대한전기협회,"서울특별시 송파구 중대로 113, 대한전기협회 지하1층 (가락동)","모아필라테스, 헬스장",210614.299107219    ,443541.245143681    ,체력단련장업
서울특별시 송파구 문정동 652-4 힐스테이트에코문정,"서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 308호 (문정동)",러브유어바디,                    ,                    ,체력단련장업
서울특별시 송파구 석촌동 174-15 현재빌딩,"서울특별시 송파구 송파대로 447, 현재빌딩 4층 (석촌동)",바른코치,209273.023191146    ,444909.575584965    ,체력단련장업
서울특별시 송파구 송파동 58,"서울특별시 송파구 석촌호수로 296, 지하1층 (송파동)",라고베이스,209460.214680761    ,445475.016473373    ,체력단련장업
서울특별시 송파구 방이동 205-4 인수빌딩,"서울특별시 송파구 양재대로71길 1-14, 인수빌딩 지하1층 (방이동)",주식회사 매일피트니스피티앤필라테스방이점,211059.894229739    ,445280.895282115    ,체력단련장업
서울특별시 송파구 가락동 72-13 공육이오 빌딩,"서울특별시 송파구 중대로9길 62, 3층 (가락동)",팀티그르,210574.130056725    ,443955.808313179    ,체력단련장업
서울특별시 송파구 송파동 58-1 잠실대우 레이크월드,"서울특별시 송파구 석촌호수로 298, 202호 (송파동, 잠실대우 레이크월드)",글로우핏,209495.573764625    ,445486.045812961    ,체력단련장업
서울특별시 송파구 문정동 644-2 문정현대지식산업센터1-2,"서울특별시 송파구 법원로11길 7, 문정현대지식산업센터1-1 제지 2층 제비 208, 209호 (문정동)",팀 트레이닝 바로 문정,                    ,                    ,체력단련장업
서울특별시 송파구 가락동 913 헬리오시티,"서울특별시 송파구 송파대로 345, 근린생활시설1B동 2층 2066호 (가락동, 헬리오시티)",스트레치 플러스PT 송파역점,209412.197809542    ,443928.783342251    ,체력단련장업
서울특별시 송파구 풍납동 271-16,"서울특별시 송파구 토성로 16, 지하1층 (풍납동)",더블유비,209842.976802519    ,447630.989838325    ,체력단련장업
서울특별시 송파구 송파동 32 지하1층,"서울특별시 송파구 석촌호수로 272, 지하1층 (송파동)",크로스핏 에이블,209299.474127668    ,445317.105828146    ,체력단련장업
서울특별시 송파구 잠실동 181-7 지하2층,"서울특별시 송파구 올림픽로 106 (잠실동, 상록빌딩)",골든짐,207222.41008901     ,445471.965481522    ,체력단련장업
서울특별시 송파구 거여동 37-3 거여빌딩,"서울특별시 송파구 오금로 507, 거여빌딩 5층 501호 (거여동)",커브스거여클럽,212769.337053978    ,443460.333645388    ,체력단련장업
서울특별시 송파구 가락동 193-3 광성빌딩,"서울특별시 송파구 동남로 202, 광성빌딩 지하1층 (가락동)",데일리 피트니스,211522.187830574    ,443693.193640948    ,체력단련장업
서울특별시 송파구 송파동 161 미성상가지하,서울특별시 송파구 오금로24길 13 (송파동),라이트짐 송파점,210474.753103022    ,444865.156674134    ,체력단련장업
서울특별시 송파구 풍납동 399-1 402호,서울특별시 송파구 올림픽로47길 19 (풍납동),프리짐 휘트니스,210246.507111088    ,447350.411760365    ,체력단련장업
서울특별시 송파구 삼전동 122-5 201호,서울특별시 송파구 백제고분로31길 14 (삼전동),글로리짐,208385.501219512    ,444625.866948612    ,체력단련장업
서울특별시 송파구 가락동 174-28 3.4층,서울특별시 송파구 동남로20길 25 (가락동),오웰,211845.55713462     ,443720.750754332    ,체력단련장업
서울특별시 송파구 석촌동 290-3 지하1층,서울특별시 송파구 송파대로 405 (석촌동),마크짐휘트니스,209514.715489069    ,444577.245322555    ,체력단련장업
서울특별시 송파구 신천동 17-4 파크리오A상가 305호,"서울특별시 송파구 올림픽로37길 130, 파크리오A상가 305호 (신천동)",본앤머슬,209151.713940169    ,446519.612162961    ,체력단련장업
서울특별시 송파구 방이동 66-2 지하1층,"서울특별시 송파구 오금로 111, 지하1층층 (방이동)",마크짐휘트니스,209496.859211168    ,445600.046915876    ,체력단련장업
서울특별시 송파구 삼전동 28-12 3층,서울특별시 송파구 백제고분로22길 4 (삼전동),더디젤,207815.181028902    ,444601.691964731    ,체력단련장업
서울특별시 송파구 삼전동 27-4 지하1층,"서울특별시 송파구 삼학사로19길 38-1, 지하1층 (삼전동)",티엔슈튜디오,208151.243301303    ,444938.265645658    ,체력단련장업
서울특별시 송파구 잠실동 218-7,"서울특별시 송파구 백제고분로11길 35, 3층 (잠실동)",PT클럽,207298.218310071    ,445140.098900878    ,체력단련장업
서울특별시 송파구 잠실동 294-1,서울특별시 송파구 백제고분로 116 (잠실동),더 세이짐,206990.437277713    ,444913.818922754    ,체력단련장업
서울특별시 송파구 잠실동 22-6 지층1-19,"서울특별시 송파구 올림픽로 145, 지층층 1-19호 (잠실동)",(주)잠실투엑스 휘트니스,207624.424720682    ,445533.439634339    ,체력단련장업
서울특별시 송파구 석촌동 1 그랜드빌딩 3층,"서울특별시 송파구 삼학사로 100, 3층 (석촌동, 그랜드빌딩)",아이디얼핏,208551.947559076    ,444890.678006917    ,체력단련장업
서울특별시 송파구 석촌동 235-17 지하1층,"서울특별시 송파구 백제고분로34길 3, 지하1층 (석촌동)",펜타짐,208675.812751826    ,444446.053485778    ,체력단련장업
"서울특별시 송파구 송파동 142-8 3,4층 가동","서울특별시 송파구 오금로 204, 가동 3,4층 (송파동)",송파동점 스포애니 (주)케이디헬스케어,210206.122519499    ,445056.388029908    ,체력단련장업
서울특별시 송파구 삼전동 1-3 아카데미빌딩,"서울특별시 송파구 삼전로 100, 아카데미빌딩 2층 4-1호 (삼전동)",RESTART GYM,207968.193015362    ,444982.601705591    ,체력단련장업
서울특별시 송파구 문정동 11-12 그레이스빌딩,"서울특별시 송파구 송이로32길 8, 1층 (문정동)",프라임포스,211237.928172671    ,443019.701263234    ,체력단련장업
서울특별시 송파구 방이동 163-9,"서울특별시 송파구 위례성대로12길 34, 201호 (방이동)",더피지컬PT,210641.203563637    ,445424.024039525    ,체력단련장업
서울특별시 송파구 방이동 142-4 성우빌딩,"서울특별시 송파구 백제고분로48길 27, 4층 (방이동)",피지오 스튜디오 필라테스 & PT 송파 방이점,210197.835321439    ,445422.695298956    ,체력단련장업
서울특별시 송파구 방이동 67-2,"서울특별시 송파구 오금로15길 5-12, B1층 (방이동)",크로스핏 에이드 잠실,209536.518980734    ,445605.311832064    ,체력단련장업
서울특별시 송파구 잠실동 250-14,"서울특별시 송파구 백제고분로 185, 지하2층 (잠실동)",크로스핏 에이드 삼전,207649.560634469    ,444734.861106734    ,체력단련장업
서울특별시 송파구 석촌동 21-6 삼우빌딩,"서울특별시 송파구 백제고분로33길 26, 2층 (석촌동)",라엘요가필라헬스,208677.300178499    ,444754.189100078    ,체력단련장업
서울특별시 송파구 신천동 20-6 파크리오,"서울특별시 송파구 올림픽로35길 10, 상가B동 409호 (신천동)",푸시풀(Push&Pull),209933.823276344    ,446455.526715924    ,체력단련장업
서울특별시 송파구 삼전동 9-8,"서울특별시 송파구 백제고분로 229, 지하1층 (삼전동)",베네짐 삼전점,208083.998819485    ,444601.394384951    ,체력단련장업
서울특별시 송파구 문정동 150 올림픽훼밀리타운,"서울특별시 송파구 중대로 24, 상가2동 203호 (문정동, 올림픽훼밀리타운)",에이지웰 재활운동센터,210045.748264305    ,442930.687284628    ,체력단련장업
서울특별시 송파구 거여동 42-3 청송빌딩,"서울특별시 송파구 거마로 14, 4층 (거여동)",락바디짐,212775.796583888    ,443563.976192796    ,체력단련장업
서울특별시 송파구 오금동 18-7 삼광빌딩,"서울특별시 송파구 위례성대로20길 33, 지하1층 (오금동)",올바른 피티 헬스장,211170.826409202    ,445161.476159198    ,체력단련장업
서울특별시 송파구 삼전동 17 금강빌딩,"서울특별시 송파구 백제고분로21길 38, 201호 (삼전동)",피티라이프,208046.492965406    ,444958.602690525    ,체력단련장업
서울특별시 송파구 풍납동 496-1 미고빌딩,"서울특별시 송파구 올림픽로 583-1, 2,3층 (풍납동)",여성전문 아라짐 천호 pt&필라테스,210662.444155708    ,447978.607438541    ,체력단련장업
서울특별시 송파구 방이동 48,"서울특별시 송파구 위례성대로2길 5, 11, 12층 (방이동)",한미 C&C타워 Balance lab,209987.080175041    ,446012.303246196    ,체력단련장업
서울특별시 강동구 명일동 324-1 401호,서울특별시 강동구 양재대로 1626 (명일동),나우휘트니스,212681.624988465    ,449827.101460261    ,체력단련장업
서울특별시 강동구 상일동 126 3층,"서울특별시 강동구 구천면로93길 12 (상일동, 고덕사회체육센터)",한국시각장애인복지재단고덕사회체육센타,214866.322882804    ,449869.026666       ,체력단련장업
서울특별시 강동구 성내동 412-6 3층,서울특별시 강동구 풍성로 209 (성내동),고고 휘트니스,211872.537283327    ,447468.32107254     ,체력단련장업
서울특별시 강동구 길동 96 3층,"서울특별시 강동구 명일로 243 (길동, 서울시산림조합빌딩)",스포힐 휘트니스,212891.808181898    ,448694.816473983    ,체력단련장업
서울특별시 강동구 암사동 501-4 동양덱스빌상가 405동 401호,"서울특별시 강동구 상암로 41 (암사동, 암사동양덱스빌)",암사점 스포애니 (주)케이디헬스케어,211260.202994668    ,449774.572647567    ,체력단련장업
서울특별시 강동구 성내동 416-1 13통5반 3층 7호,서울특별시 강동구 양재대로 1371 (성내동),선린남여헬스클럽,211938.794713276    ,447379.485738661    ,체력단련장업
서울특별시 강남구 신사동 589-18 한서빌딩,"서울특별시 강남구 논현로152길 37, 한서빌딩 3층 (신사동)",AIM-FIT(에임핏),202681.8822233      ,446615.981003411    ,체력단련장업
서울특별시 강남구 청담동 47-5 정한빌딩,"서울특별시 강남구 학동로 443, 정한빌딩 402호 (청담동)",바비스튜디오,204294.844316923    ,446304.840945314    ,체력단련장업
서울특별시 강남구 청담동 53-7 리베라호텔,"서울특별시 강남구 영동대로 737, 리베라호텔 지하2층 (청담동)",(주)신안관광 호텔리베라 체력단련장,204714.758457103    ,446852.078363788    ,체력단련장업
서울특별시 강남구 삼성동 24-21,"서울특별시 강남구 삼성로115길 16-5, 2층 (삼성동)",고PT,204393.612264859    ,445859.15886925     ,체력단련장업
서울특별시 강남구 삼성동 144-25 애플트리타워,"서울특별시 강남구 테헤란로 443, 애플트리타워 지하1층 (삼성동)",스타디온 삼성,204842.305          ,444981.41           ,체력단련장업
서울특별시 강남구 논현동 235-10 그림바우빌딩,"서울특별시 강남구 봉은사로 211, 그림바우빌딩 지하1층 (논현동)",피크핏(PEAKFIT),203042.917228891    ,445086.573536968    ,체력단련장업
서울특별시 강남구 신사동 517-4 M SPACE 빌딩,"서울특별시 강남구 강남대로158길 26, M SPACE 빌딩 B1층 (신사동)",신사 라이크짐 2호점,201778.372432402    ,446336.905555687    ,체력단련장업
서울특별시 강남구 압구정동 481 현대아파트,"서울특별시 강남구 압구정로 309, 상가A 202동 2층 (압구정동, 현대아파트)",큐짐,203062.78452284     ,447663.86257666     ,체력단련장업
서울특별시 강남구 대치동 957-1,"서울특별시 강남구 삼성로86길 6, 2층 (대치동)",오엠짐,205057.508120295    ,444812.291330092    ,체력단련장업
서울특별시 강남구 수서동 714 로얄프라자,"서울특별시 강남구 광평로51길 8, 로얄프라자 302호 (수서동)",스케치바디PT&필라테스,208992.862909059    ,442912.82755506     ,체력단련장업
서울특별시 강남구 대치동 945-15 제주장학회관,"서울특별시 강남구 테헤란로98길 16, 제주장학회관 지하2층 (대치동)",주식회사 업투삼성역,205448.68677717     ,445003.809877312    ,체력단련장업
서울특별시 강남구 역삼동 830-11,"서울특별시 강남구 역삼로5길 19, 지하1층 (역삼동)",하이라이트핏(HILIGHT FIT),202747.789345988    ,443648.031305595    ,체력단련장업
서울특별시 강남구 청담동 50 더모자익 빌딩,"서울특별시 강남구 도산대로 518, 더모자익 빌딩 2층 (청담동)",주식회사 기븐 플러스,204330.870291344    ,446883.020354601    ,체력단련장업
서울특별시 강남구 역삼동 652-15,"서울특별시 강남구 봉은사로34길 7, 1층 (역삼동)",스?온 서울,203149.125584093    ,445032.355574197    ,체력단련장업
서울특별시 강남구 삼성동 24-26 B 빌딩,"서울특별시 강남구 삼성로115길 20, B 빌딩 2층 (삼성동)",피지컬 케어&짐,204392.311812719    ,445823.409903655    ,체력단련장업
서울특별시 강남구 수서동 714-4 문암빌딩,"서울특별시 강남구 광평로51길 6-11, 문암빌딩 지하1층 (수서동)",라이트짐 헬스&PT 수서역점,209062.201821883    ,442929.572810359    ,체력단련장업
서울특별시 강남구 논현동 129-4,"서울특별시 강남구 학동로28길 5, 지하1층 (논현동)",바디쉬휘트니스(학동역점),202606.604373993    ,445681.887086965    ,체력단련장업
서울특별시 송파구 풍납동 401-4,"서울특별시 송파구 올림픽로 505 (풍납동, 유원빌딩)",V-GYM,210390.536347575    ,447238.729020712    ,체력단련장업
서울특별시 송파구 잠실동 22-6 리센츠상가 5층 03호,"서울특별시 송파구 올림픽로 145, 리센츠상가 5층 03호 (잠실동)",몸 PT,207624.424720682    ,445533.439634339    ,체력단련장업
"서울특별시 송파구 오금동 18-1 2, 3층","서울특별시 송파구 위례성대로20길 23, 2, 3층 (오금동)",바디웍,211207.172712867    ,445236.597008844    ,체력단련장업
서울특별시 송파구 방이동 211-6 수미르빌 지하1층,"서울특별시 송파구 마천로 2, 수미르빌 지하1층 (방이동)",쏠 트레이닝 센터(SOL Training Center),210649.721920915    ,445350.548395234    ,체력단련장업
서울특별시 송파구 문정동 70-12,"서울특별시 송파구 새말로 105 (문정동, 현석빌딩)",라이즈업 피티짐,211050.862419345    ,442310.735820214    ,체력단련장업
서울특별시 송파구 거여동 42-3,"서울특별시 송파구 거마로 14 (거여동, 청송빌딩)",Rock Body GYM,212775.796583888    ,443563.976192796    ,체력단련장업
서울특별시 송파구 신천동 11-8 더샵스타리버 B2층,"서울특별시 송파구 올림픽로35길 93, B2층 (신천동, 더샵스타리버)",큐이디골프아카데미 잠실점,209160.342515348    ,446201.867636819    ,체력단련장업
서울특별시 강동구 천호동 50-14 3층,서울특별시 강동구 양재대로 1535 (천호동),탑 헬스클럽,212437.986179946    ,448948.404194792    ,체력단련장업
서울특별시 강동구 명일동 306-1 시온캐슬 지하2층,서울특별시 강동구 양재대로 1661 (명일동),주식회사 커넥트컴퍼니,212646.015216717    ,450185.205467792    ,체력단련장업
서울특별시 강동구 성내동 513 지하1층,"서울특별시 강동구 풍성로45길 18 (성내동, 중앙아파트)",S휘트니스,211454.628342644    ,447690.40418764     ,체력단련장업
서울특별시 강동구 길동 384-5 2층,"서울특별시 강동구 성안로 170 (길동, 에이치비골드빌)",라운드짐,211954.944703269    ,448428.191227654    ,체력단련장업
서울특별시 강동구 천호동 456-1 금복빌딩,"서울특별시 강동구 천호대로 995, 금복빌딩 (천호동)",아크로짐 천호역점 24시 헬스&PT,210804.329104051    ,448575.082173338    ,체력단련장업
서울특별시 강동구 성내동 430-12 601호,서울특별시 강동구 강동대로53길 80 (성내동),오륜짐,211680.853759912    ,447125.42728615     ,체력단련장업
서울특별시 강동구 명일동 325-11 6층,"서울특별시 강동구 구천면로 424 (명일동, 명일메가타운)",스포애니 명일역점 (주)케이디헬스케어,212793.83711847     ,449793.19620496     ,체력단련장업
서울특별시 강동구 성내동 429-8 (3층),서울특별시 강동구 양재대로89가길 14 (성내동),휘트니스 존,211821.51682526     ,447094.127846699    ,체력단련장업
서울특별시 강동구 명일동 46-1 명성프라자 12층,"서울특별시 강동구 고덕로 256 (명일동, 명성프라자)",MY GYM,213545.481603233    ,450269.25482135     ,체력단련장업
서울특별시 강동구 길동 335-1 은호빌딩 8층,"서울특별시 강동구 양재대로 1550 (길동, 은호빌딩)",달려라휘트니스 굽은다리역점,212531.539419721    ,449080.046270754    ,체력단련장업
서울특별시 강동구 성내동 164-1 CJ나인파크 지층,"서울특별시 강동구 천호대로 1078 (성내동, 씨제이나인파크)",강동점 스포애니 (주)케이디헬스케어,211532.353686299    ,448182.588454494    ,체력단련장업
"서울특별시 강동구 암사동 463-3 2층, 3층","서울특별시 강동구 올림픽로 808 (암사동, 종로빌딩)",휘트니스J,211319.983062403    ,450099.187503465    ,체력단련장업
서울특별시 강동구 길동 438 3~4층,서울특별시 강동구 양재대로 1450 (길동),와이키키휘트니스,212255.212805029    ,448125.657685411    ,체력단련장업
서울특별시 강동구 성내동 428-2 지하2층 B201~223호,"서울특별시 강동구 양재대로89길 16 (성내동, 파크프라자)",라피끄&피트니스온 둔촌동역점,211838.35431041     ,447195.676766748    ,체력단련장업
서울특별시 강동구 성내동 293-12 바로빌딩 지하1층,서울특별시 강동구 풍성로38길 9 (성내동),제스트짐,211027.51175299     ,447708.22061393     ,체력단련장업
서울특별시 강동구 둔촌동 53 원경빌딩 지하1층,"서울특별시 강동구 천호대로 1186, 지하1층 (둔촌동, 원경빌딩)",머슬킹 둔촌점,212589.743486515    ,447977.592820866    ,체력단련장업
서울특별시 강동구 길동 391-3 서원빌딩4층,"서울특별시 강동구 양재대로 1484-1, 4층 (길동, 서원빌딩)",커브스 길동클럽,212344.785070488    ,448450.355019269    ,체력단련장업
서울특별시 강동구 성내동 429-3,"서울특별시 강동구 양재대로 1335, 동부빌딩  201호 (성내동)",커브스 둔촌클럽,211854.1068652      ,447051.598623403    ,체력단련장업
서울특별시 강남구 신사동 570-12 낙산프라자,"서울특별시 강남구 논현로167길 9, 낙산프라자 지하1층 (신사동)",파트너짐,202357.184086489    ,446912.774220028    ,체력단련장업
서울특별시 강남구 청담동 80-17,"서울특별시 강남구 선릉로162길 51, 201호 (청담동)",다짐,203885.449211632    ,447108.067649495    ,체력단련장업
서울특별시 강남구 신사동 571-4,"서울특별시 강남구 압구정로20길 24, 4층 (신사동)",피티원(PT ONE),202233.894796407    ,446925.21078817     ,체력단련장업
서울특별시 강남구 논현동 221-13,"서울특별시 강남구 논현로 628, 1층 (논현동)",체육관 1호,202856.865          ,445289.275          ,체력단련장업
서울특별시 강남구 신사동 564-18 여암(如巖)빌딩,"서울특별시 강남구 도산대로25길 26, 여암(如巖)빌딩 B02호 (신사동)",어웨이크짐(Awakegym),202320.594839169    ,446585.027174677    ,체력단련장업
서울특별시 강남구 청담동 120,"서울특별시 강남구 도산대로81길 8, 지하1층 (청담동)",청담짐,204176.439679621    ,446972.572904212    ,체력단련장업
서울특별시 강남구 신사동 582-8,"서울특별시 강남구 논현로 851, 지하1층 (신사동)",피트인 피트니스,202411.772269906    ,446961.607227637    ,체력단련장업
서울특별시 강남구 역삼동 723-31 역삼동제이빌딩,"서울특별시 강남구 언주로85길 23-10, 역삼동제이빌딩 지하1층 (역삼동)",RF 트레이닝 스튜디오,203599.729036396    ,444220.516917222    ,체력단련장업
서울특별시 강남구 청담동 85-7,"서울특별시 강남구 선릉로152길 7, 홍경빌딩 4층 (청담동)",아토즈무브,203480.768879528    ,446892.111759277    ,체력단련장업
서울특별시 강남구 논현동 90-7 디와이빌딩,"서울특별시 강남구 학동로 233, 디와이빌딩 지하1층 (논현동)",바디스 짐,202995.512655196    ,445922.672107279    ,체력단련장업
서울특별시 강남구 개포동 158-9,"서울특별시 강남구 선릉로4길 11, 3층 (개포동)",닥터포바디 퍼스널 트레이닝,205419.269996972    ,442276.453942081    ,체력단련장업
서울특별시 강남구 역삼동 754-2 도곡프라자,"서울특별시 강남구 역삼로52길 14, 도곡프라자 3층 (역삼동)",DIVE GYM PRIVATE,204170.278135097    ,444036.656041328    ,체력단련장업
서울특별시 강남구 개포동 13-3 대청타워,"서울특별시 강남구 개포로 623, 대청타워 2층 234-7호 (개포동)",제이투짐,206970.919291372    ,443574.411625824    ,체력단련장업
서울특별시 강남구 도곡동 417-7,"서울특별시 강남구 논현로38길 32-11, 지하1층 (도곡동)",어반프라이빗짐,203898.458853513    ,442525.776567355    ,체력단련장업
서울특별시 강남구 삼성동 65 삼성빌딩,"서울특별시 강남구 삼성로 642, 삼성빌딩 3층 302호 (삼성동)",짐파티,204470.875734996    ,446131.709100554    ,체력단련장업
서울특별시 강남구 도곡동 538-1,"서울특별시 강남구 선릉로 227, 지하1층 1호 (도곡동)",김대현피티스튜디오 도곡한티역점,204593.143677064    ,443737.546544287    ,체력단련장업
서울특별시 강남구 역삼동 659-16,"서울특별시 강남구 봉은사로30길 24, 지하 1층 (역삼동)",W gym,203055.810225602    ,444861.589885086    ,체력단련장업
서울특별시 강남구 청담동 62,"서울특별시 강남구 삼성로146길 10, 다인빌딩 4층 (청담동)",우아,204251.602305854    ,446774.910837276    ,체력단련장업
서울특별시 강남구 도곡동 954,"서울특별시 강남구 남부순환로351길 14, 지하 1층 (도곡동)",블루아짐,202987.726923774    ,442615.738364669    ,체력단련장업
서울특별시 강남구 역삼동 799-21 창림빌딩,"서울특별시 강남구 도곡로 175, 창림빌딩 B01호 (역삼동)",멸치탈출연구소,203338.810480721    ,443306.411569297    ,체력단련장업
서울특별시 송파구 잠실동 195-10,"서울특별시 송파구 백제고분로7길 8-12 (잠실동, 승현빌딩)",다이나믹 짐,206980.481155849    ,445300.930546602    ,체력단련장업
서울특별시 송파구 문정동 83-22,서울특별시 송파구 새말로 114 (문정동),콕스다이어트,211132.387871178    ,442277.059092484    ,체력단련장업
서울특별시 송파구 거여동 178-123,"서울특별시 송파구 오금로57길 22, 지하1층 2호 (거여동)",짐(GYM)W,212628.593180708    ,443707.944430212    ,체력단련장업
서울특별시 송파구 잠실동 35-2 상가 B110호,"서울특별시 송파구 석촌호수로 61, 상가동 B110호 (잠실동, 트리지움)",로그짐 잠실새내점,207553.918225133    ,445383.338011122    ,체력단련장업
서울특별시 송파구 송파동 162 송파삼성래미안아파트상가 101동 208호,"서울특별시 송파구 오금로32길 14, 101동 208-2호 (송파동, 송파삼성래미안아파트)",Refresh PT Gym,210423.60497199     ,444729.592842278    ,체력단련장업
서울특별시 송파구 신천동 11-4 B01호,"서울특별시 송파구 올림픽로35가길 9, B01호 (신천동, 잠실 푸르지오 월드마크)",MUTO FIT,209087.122362019    ,446139.152554604    ,체력단련장업
서울특별시 송파구 잠실동 252-6 태영빌딩,"서울특별시 송파구 삼전로 85, 4층, 5층 (잠실동)",휴메이크 휘트니스,207821.75333223     ,444896.052713179    ,체력단련장업
서울특별시 송파구 오금동 46-2,서울특별시 송파구 오금로35길 14 (오금동),더 웰짐,211177.763719291    ,444681.422629345    ,체력단련장업
서울특별시 송파구 문정동 42-2 지하1층 1호,"서울특별시 송파구 동남로 108, 지하1층 1호 (문정동, 모즈아울렛)",크로스핏 에이블 문정,210846.37710983     ,443062.097766108    ,체력단련장업
서울특별시 송파구 방이동 207-6 태웅빌딩,"서울특별시 송파구 마천로 35, 태웅빌딩 3층 (방이동)",얼라인 프라이빗 짐,210971.140613602    ,445241.082845249    ,체력단련장업
,"서울특별시 송파구 새말로 62, 지하1층 B06호 (문정동, 송파 푸르지오시티)",(주) 위메이드핏 문정법조타운점,210654.50616628     ,442070.575741668    ,체력단련장업
,"서울특별시 송파구 백제고분로 122, A동 2층 (잠실동, 성현교회)",엘엑스 피트니스,207032.06442404     ,444888.901251213    ,체력단련장업
,"서울특별시 송파구 송파대로 111, 하비오길 중앙로 202동 202, B01호 (문정동, 파크하비오)",파크하비오휘트니스&골프,210868.397496689    ,442053.227933005    ,체력단련장업
서울특별시 송파구 문정동 651,"서울특별시 송파구 송파대로 167, 지하층 G180호 (문정동, 문정역테라타워)",IGYM(아이짐),                    ,                    ,체력단련장업
서울특별시 송파구 신천동 7-17,"서울특별시 송파구 송파대로 562, 지하1층 (신천동, 한빛프라자,삼성웰리스아파트)",잠실피트니스,208730.633457015    ,445905.025545443    ,체력단련장업
서울특별시 송파구 오금동 20-2 현대백조상가 2동 지하1층 101호,"서울특별시 송파구 양재대로72길 18, 현대백조상가 2동 지하1층 101호 (오금동)",운동케어짐,211314.652144377    ,445194.508338201    ,체력단련장업
서울특별시 송파구 문정동 643-1,"서울특별시 송파구 법원로 114 (문정동, 엠스테이트)",짐퍼스트 헬스&PT 문정역점,                    ,                    ,체력단련장업
서울특별시 송파구 송파동 15,"서울특별시 송파구 송파대로 468 (송파동, 금남빌딩)",트레이닝타임,209213.596479932    ,445106.870506248    ,체력단련장업
서울특별시 송파구 방이동 110-3,서울특별시 송파구 백제고분로 460 (방이동),짐타임 송파나루역점,209945.436745099    ,445478.456701177    ,체력단련장업
서울특별시 송파구 석촌동 217-3 (주)크레송,서울특별시 송파구 삼학사로 30 (주)크레송 지하층 (석촌동),헬스토피아(WE),208508.423515763    ,444190.394069336    ,체력단련장업
서울특별시 강동구 암사동 503-23 태성빌딩 지하1층,"서울특별시 강동구 올림픽로 787 (암사동, 태성프라자)",에이블짐 암사역점,211216.359129232    ,449919.980434795    ,체력단련장업
서울특별시 강동구 성내동 551 강동빌딩 B1층 B1호,"서울특별시 강동구 성내로 28, 강동빌딩 B1층 B1호 (성내동)",랩스휘트니스 헬스피티 강동구청,210839.281153832    ,447458.387605645    ,체력단련장업
서울특별시 강동구 강일동 679 중앙프라자 10층,"서울특별시 강동구 아리수로 427, 중앙프라자 10층 (강일동)",카인드짐24시 헬스 PT 스쿼시 강일점,215356.343212895    ,451422.369618004    ,체력단련장업
서울특별시 강동구 명일동 305-8,서울특별시 강동구 고덕로 164 (명일동),웰니스프리미엄클럽(AR_지종득),212617.79826045     ,450259.982228764    ,체력단련장업
서울특별시 강동구 암사동 451-18 양지 B/D 3층,서울특별시 강동구 고덕로 109 (암사동),업투 암사점,212080.576520374    ,450311.965425595    ,체력단련장업
