지번주소,도로명주소,사업장명,좌표정보(X),좌표정보(Y)
서울특별시 영등포구 신길동 188-348 1층,"서울특별시 영등포구 신길로60길 8, 1층 (신길동)",유정세탁소,192162.364270626    ,445727.801614596    
서울특별시 영등포구 신길동 329-94 래미안영등포프레비뉴 상가 B-104호,"서울특별시 영등포구 가마산로 442, B-104호 (신길동, 래미안영등포프레비뉴 상가)",삼성래미안세탁,191810.315721141    ,444749.050812048    
서울특별시 영등포구 신길동 4937 한화꿈에그린아파트 상가 112동 제비116호,"서울특별시 영등포구 신길로 119, 112동 제비116호 (신길동, 한화꿈에그린아파트 상가)",TOP 세탁토크,191937.554563608    ,444531.729194913    
서울특별시 강남구 역삼동 734-7 1층,"서울특별시 강남구 논현로76길 10 (역삼동,1층)",한양세탁소,203448.498390594    ,443852.928577577    
서울특별시 강남구 삼성동 24-21 1층,"서울특별시 강남구 삼성로115길 16-5 (삼성동,1층)",삼성세탁소,204393.612264859    ,445859.15886925     
서울특별시 강남구 개포동 12 대치2단지 상가 209호,"서울특별시 강남구 개포로109길 9, 209호 (개포동, 대치2단지 상가 )",백양세탁소,206581.787067095    ,443555.991242524    
서울특별시 강남구 신사동 660-2 (1층),"서울특별시 강남구 압구정로 326 (신사동,(1층))",유동세탁소,203211.24           ,447339.87           
서울특별시 강남구 대치동 985 우성상가2층(201호),"서울특별시 강남구 도곡로93길 12 (대치동,우성상가2층(201호))",유미 세탁소,205720.962204573    ,444316.784914378    
서울특별시 강남구 도곡동 527-3 도곡렉슬상가206호,"서울특별시 강남구 선릉로 225 (도곡동,도곡렉슬상가206호)",명품세탁소,204586.370038998    ,443682.974096       
서울특별시 강남구 삼성동 34-10 지상1층,"서울특별시 강남구 선릉로120길 8 (삼성동,지상1층)",매직세탁소,203763.324701146    ,445726.906821428    
서울특별시 강남구 일원동 648-1,"서울특별시 강남구 일원로5길 84, 지상1층 101호 (일원동)",매직세탁소,207582.489139837    ,443398.180008925    
서울특별시 강남구 논현동 270,"서울특별시 강남구 선릉로115길 27, 1층 (논현동)",미광명품세탁소,203535.733020994    ,445494.002818262    
서울특별시 영등포구 영등포동7가 145-8 아크로타워 스퀘어 7동 3호,"서울특별시 영등포구 국회대로54길 10, 7동 3호 (영등포동7가, 아크로타워 스퀘어)",아크로 명품세탁,191687.492947271    ,446910.540802457    
서울특별시 영등포구 영등포동3가 13-4,서울특별시 영등포구 영중로10길 44 (영등포동3가),신성 세탁소,191971.867424014    ,446232.037788698    
서울특별시 영등포구 여의도동 32-1 215호,"서울특별시 영등포구 국제금융로7길 3, 수정상가 215호 (여의도동)",신광세탁소,193847.088620039    ,446705.207866491    
서울특별시 영등포구 도림동 89 1층,"서울특별시 영등포구 도신로35길 9, 1층 (도림동)",삼거리 세탁소,191811.464132786    ,445392.465435487    
서울특별시 영등포구 여의도동 61-4 콤비빌딩 121호,"서울특별시 영등포구 63로 32, 콤비빌딩 121호 (여의도동)",라이프 세탁소,194530.535390096    ,446306.787198089    
서울특별시 영등포구 여의도동 43-4 롯데캐슬 아이비 B동 108호,"서울특별시 영등포구 국제금융로 86, 지층 B108호 (여의도동, 롯데캐슬 아이비)",롯데명품세탁,193896.282065175    ,446442.571421294    
서울특별시 영등포구 영등포동2가 94-212 명화오피스텔 101호,"서울특별시 영등포구 국회대로56길 46, 1층 101호 (영등포동2가, 명화오피스텔)",코리아 세탁소,192078.928295627    ,446561.226671922    
서울특별시 영등포구 당산동4가 32-49 한석빌딩,"서울특별시 영등포구 당산로 174, 한석빌딩 1층 (당산동4가)",노블레스 명품세탁,190998.030501179    ,447507.866644165    
서울특별시 영등포구 신길동 192-78,"서울특별시 영등포구 도신로47길 1, 1층 (신길동)",승화세탁소,192189.953122445    ,445474.950978187    
서울특별시 영등포구 영등포동 618-199 101호,"서울특별시 영등포구 영신로17길 7-1, 101호 (영등포동)",클린케이,191736.623680063    ,445735.592148373    
서울특별시 영등포구 신길동 452-8,"서울특별시 영등포구 영등포로84길 19, 1층 2호 (신길동)",입체사,193035.367256234    ,445487.851980865    
서울특별시 영등포구 여의도동 22 파크원,"서울특별시 영등포구 여의대로 108, 파크원 지2층 (여의도동)",페어몬트 세탁 지점,193592.000380036    ,447092.629432527    
서울특별시 동작구 사당동 268-30,서울특별시 동작구 사당로16가길 24 (사당동),서정사,197470.240162514    ,442338.127125099    
서울특별시 동작구 사당동 206-2,서울특별시 동작구 사당로2차길 49 (사당동),복미사,196996.127113139    ,442714.034347352    
서울특별시 동작구 사당동 272-2,서울특별시 동작구 사당로14길 23 (사당동),덕윤사,197412.142988297    ,442311.082283565    
서울특별시 동작구 상도1동 428-14,서울특별시 동작구 상도로41길 20 (상도1동),강남사,195533.654600359    ,444416.268636436    
서울특별시 동작구 상도동 214-107,서울특별시 동작구 양녕로20길 111 (상도동),현대세탁소,195062.494845383    ,443893.855602788    
서울특별시 동작구 상도동 202-261,서울특별시 동작구 성대로 185 (상도동),백성사,194652.303559111    ,444148.887653632    
서울특별시 동작구 신대방동 358-4,서울특별시 동작구 여의대방로22사길 37 (신대방동),백조사,193360.808722246    ,443947.320909625    
서울특별시 관악구 봉천동 50-196,"서울특별시 관악구 중앙길 73, 1층 (봉천동)",한양사,195593.083721827    ,442552.818667014    
서울특별시 관악구 신림동 539-2,"서울특별시 관악구 조원로16가길 30, 1층 (신림동)",런드리랩,192167.964155244    ,442307.599625384    
서울특별시 관악구 봉천동 1708 두산아파트,"서울특별시 관악구 봉천로 391, 두산아파트 제1상가동 1층 109호 (봉천동)",두산세탁,194879.596231677    ,442483.131081868    
서울특별시 강남구 수서동 712 한아름상가 206.207호,"서울특별시 강남구 밤고개로1길 43 (수서동,한아름상가 206.207호)",한라세탁소,209090.360365095    ,443035.057750063    
서울특별시 금천구 시흥동 822-1,서울특별시 금천구 독산로24다길 19 (시흥동),럭키사,191729.177662737    ,439151.432011716    
서울특별시 금천구 독산동 1061-37,서울특별시 금천구 시흥대로94길 26 (독산동),백조사,191025.936889396    ,440027.696108579    
서울특별시 강남구 대치동 943-24 신메트로칸105호,"서울특별시 강남구 테헤란로88길 10 (대치동,신메트로칸105호)",메트로칸,205185.569667333    ,444964.438665335    
서울특별시 강남구 논현동 217,서울특별시 강남구 논현로124길 10 (논현동),믿음세탁,202814.199454305    ,445566.178236416    
서울특별시 강남구 역삼동 823-26,"서울특별시 강남구 테헤란로14길 8, 지하102호 (역삼동, 두산위브센티움)",두산위브세탁소,202842.37559352     ,444049.698783782    
서울특별시 송파구 가락동 78-1 한화 오벨리스크1층6호,"서울특별시 송파구 중대로 127 (가락동,한화 오벨리스크1층6호)",오벨리스크세탁소,210712.567041314    ,443631.302105101    
서울특별시 동작구 신대방동 360-21,서울특별시 동작구 여의대방로22아길 1 (신대방동),미경사,193243.2752884      ,443914.840580728    
서울특별시 동작구 신대방동 341-3,서울특별시 동작구 국사봉2라길 3 (신대방동),믿음사,193625.994058179    ,443787.260582954    
서울특별시 동작구 노량진동 50-2 원남빌딩 가동 1층,"서울특별시 동작구 장승배기로 164, 원남빌딩 가동 1층 (노량진동)",백로사,194668.041933278    ,445546.230567019    
서울특별시 동작구 사당동 57-11,서울특별시 동작구 동작대로35길 91 (사당동),청백크리닝,197989.604843135    ,443406.695046844    
서울특별시 동작구 사당동 1003-40,서울특별시 동작구 사당로28길 6 (사당동),경일크리닝,198120.243174923    ,442440.740968356    
서울특별시 동작구 상도동 347-3,서울특별시 동작구 성대로1길 11 (상도동),젤란사,194028.639907457    ,444301.343900875    
서울특별시 동작구 상도동 299-0,서울특별시 동작구 국사봉8길 3 (상도동),백경사,193805.684578326    ,443802.719863761    
서울특별시 동작구 상도동 327-8,서울특별시 동작구 상도로13길 10 (상도동),미미세탁소,193784.978305078    ,444272.44641192     
서울특별시 동작구 사당동 67-2,서울특별시 동작구 동작대로35길 67 (사당동),백조사,198085.26554286     ,443352.081973901    
서울특별시 동작구 노량진동 127-5,서울특별시 동작구 만양로14길 41 (노량진동),백조세탁,195183.385182731    ,445574.672326745    
서울특별시 동작구 본동 48-7,서울특별시 동작구 노량진로28길 14 (본동),우성세탁,195956.243582115    ,445555.611616414    
서울특별시 동작구 흑석동 194-5,서울특별시 동작구 흑석로9길 27 (흑석동),광명사,196276.168022488    ,445064.399622554    
서울특별시 동작구 상도동 279-35,서울특별시 동작구 성대로14길 61 (상도동),백광사,194447.246083423    ,443722.744094948    
서울특별시 동작구 상도동 294-5,서울특별시 동작구 국사봉1길 108 (상도동),화이트,193896.978079949    ,443829.812521952    
서울특별시 동작구 흑석동 10,서울특별시 동작구 현충로 119 (흑석동),현대사,197006.752409975    ,445072.723413572    
서울특별시 동작구 사당동 1001-4,"서울특별시 동작구 사당로22길 5-4, 1층 (사당동)",미광사,197882.098196115    ,442324.583082632    
서울특별시 동작구 노량진동 218-9,서울특별시 동작구 만양로 55 (노량진동),양지세탁소,195182.539948223    ,445184.183539734    
서울특별시 동작구 사당동 168-9,서울특별시 동작구 사당로27길 157 (사당동),대림사,                    ,                    
서울특별시 동작구 신대방동 364-44,"서울특별시 동작구 여의대방로22나길 37, 1층 (신대방동)",우리세탁소,193017.715312151    ,443813.509615976    
서울특별시 서초구 방배동 770-1 삼호상가 103호,"서울특별시 서초구 방배로43길 5, 103호 (방배동, 삼호상가)",삼호세탁소,198791.828233967    ,443667.105204328    
서울특별시 서초구 서초동 1682 서초 래미안 상가동 2층 209호,"서울특별시 서초구 서초대로65길 13-10, 서초 래미안 상가동 2층 209호 (서초동)",래미안세탁소,201600.394681612    ,444038.762540109    
서울특별시 서초구 서초동 1600-7 106호,"서울특별시 서초구 서초중앙로 49, 동양라디안루키 1층 106호 (서초동)",나리명품세탁,201270.060514318    ,442658.850361045    
서울특별시 서초구 염곡동 102-7,서울특별시 서초구 염곡안길 12 (염곡동),한강세탁,204428.320643004    ,439988.378011805    
서울특별시 서초구 서초동 1487-108 1층,"서울특별시 서초구 명달로8길 14 (서초동,1층)",밝은세탁,200454.458096778    ,442159.290708781    
서울특별시 서초구 서초동 1515-10,서울특별시 서초구 명달로22길 12 (서초동),다이아몬드크리닝,200367.283065678    ,442709.073837696    
서울특별시 서초구 서초동 1337-14 1층 122호,"서울특별시 서초구 사임당로 178 (서초동,1층 122호)",이즈세탁소,202503.871647418    ,443326.129565179    
서울특별시 강남구 개포동 649-0 경남상가 1층 104호,"서울특별시 강남구 언주로 110 (개포동,경남상가 1층 104호)",백영세탁소,204721.620225941    ,442481.518031817    
서울특별시 강남구 대치동 891-23 지상1층 112호,"서울특별시 강남구 선릉로90길 56 (대치동,지상1층 112호)",아이빌세탁,204662.747132837    ,444764.093388357    
서울특별시 강남구 논현동 209 삼환아르누보3,"서울특별시 강남구 학동로 224, 삼환아르누보3 지하2층 B201호 (논현동)",명품그랜드세탁소,202877.191343983    ,445803.422821433    
서울특별시 강남구 역삼동 683-0 지하1층 B03호,"서울특별시 강남구 봉은사로50길 19 (역삼동,지하1층 B03호)",삼성세탁소,203772.207026412    ,445185.64308313     
서울특별시 강남구 역삼동 793-15,서울특별시 강남구 도곡로13길 22 (역삼동),차동열케어세탁,203133.381925488    ,443380.987487829    
서울특별시 강남구 삼성동 103-22 래미안(아)상가104호,"서울특별시 강남구 영동대로114길 56 (삼성동,래미안(아)상가104호)",노블레스세탁,205585.88405055     ,446102.449617753    
서울특별시 강남구 역삼동 754-2 지상2층 214호,"서울특별시 강남구 역삼로52길 14, 지상2층 214호 (역삼동)",월드크린세탁소,204170.278135097    ,444036.656041328    
서울특별시 강남구 개포동 1236-6 지상1층,"서울특별시 강남구 논현로18길 10-14 (개포동,지상1층)",수림세탁소,204026.363556196    ,441651.687390081    
서울특별시 강남구 개포동 652-0 우성3차상가206호,"서울특별시 강남구 개포로 307 (개포동,우성3차상가206호)",미미사,204884.398884375    ,442421.474882984    
서울특별시 강남구 신사동 635-14 금광아크존1,"서울특별시 강남구 압구정로42길 36, 지상1층 101-D호 (신사동, 금광아크존1)",깔끄미 명품세탁,202990.870783367    ,447146.555568337    
서울특별시 강남구 논현동 6-21 세양타워1층102호,"서울특별시 강남구 도산대로 158 (논현동,세양타워1층102호)",명품세양세탁,202233.376703439    ,446247.902496745    
서울특별시 강남구 역삼동 792-48,"서울특별시 강남구 논현로67길 32, 1층 102호 (역삼동)",매직세탁,203227.732195018    ,443496.691238029    
서울특별시 강남구 역삼동 638-13 선경하우스,"서울특별시 강남구 테헤란로19길 30, 지상1층 101호,102호 (역삼동, 선경하우스)",우진세탁,202850.627683683    ,444422.758821759    
서울특별시 동작구 신대방동 591-31,서울특별시 동작구 신대방16길 7 (신대방동),믿음,191934.916129397    ,443095.997321896    
서울특별시 동작구 대방동 349-20,"서울특별시 동작구 알마타길 23, 1층 (대방동)",크린에버,193525.266361851    ,445449.821409321    
서울특별시 동작구 신대방동 366-14,서울특별시 동작구 여의대방로22아길 30 (신대방동),백양세탁,193236.7937829      ,443780.477775897    
서울특별시 동작구 흑석동 28-1,서울특별시 동작구 현충로 153 (흑석동),화이트,197399.759560482    ,444898.245460389    
서울특별시 동작구 흑석동 180-15,"서울특별시 동작구 서달로15길 25, 1층 (흑석동)",김포사,196550.884944901    ,445164.891713747    
서울특별시 동작구 신대방동 618-92,서울특별시 동작구 신대방2길 41 (신대방동),하얀세탁소,192172.546704796    ,442965.218305666    
서울특별시 동작구 상도동 299-250,서울특별시 동작구 국사봉12길 15-1 (상도동),일진세탁,193923.87244107     ,443662.91116049     
서울특별시 동작구 대방동 501 301호,"서울특별시 동작구 여의대방로44길 10, 301호 (대방동)",대림세탁소,193273.484014052    ,445011.250115029    
서울특별시 동작구 사당동 305-1,서울특별시 동작구 사당로16길 93 (사당동),우리사,197396.608062478    ,441941.221676668    
서울특별시 동작구 상도동 299-156 지1층,"서울특별시 동작구 국사봉16길 4, 지1층 (상도동)",매직크리닝,193980.815977264    ,443592.370102492    
서울특별시 동작구 대방동 407-43,서울특별시 동작구 여의대방로24길 97 (대방동),경일사,193337.521095732    ,444092.591308228    
서울특별시 동작구 사당동 105 극동아파트 114동,"서울특별시 동작구 동작대로29길 119 (사당동, 극동A 114동 상가 105호)",아트크린,197802.436613024    ,443049.214038897    
서울특별시 동작구 사당동 105 극동아파트 113동 203호,"서울특별시 동작구 동작대로29길 91, 113동 203호 (사당동, 극동아파트)",극동세탁소,197802.436613024    ,443049.214038897    
서울특별시 동작구 사당동 71-23,서울특별시 동작구 동작대로35가길 10 (사당동),서울백양세탁소,198249.192413517    ,443168.284087414    
서울특별시 동작구 사당동 105 사당우성아파트 상가(2단지) 301호,"서울특별시 동작구 동작대로29길 119 (사당동, 사당우성아파트 상가(2단지) 301호)",명품우성세탁,197802.436613024    ,443049.214038897    
서울특별시 동작구 상도동 411 대림(아)상가 105호,"서울특별시 동작구 상도로60길 20 (상도동,대림(아)상가 105호)",그린세탁소,195816.079560799    ,443422.505016893    
서울특별시 동작구 상도동 260-14 1층,"서울특별시 동작구 성대로 69, 1층 (상도동)",성대세탁소,194157.198337302    ,443978.842179626    
서울특별시 동작구 대방동 391-24,서울특별시 동작구 대방동길 29 (대방동),나드리컴퓨터크리닝,193549.758554042    ,444415.867648529    
"서울특별시 동작구 본동 481-0 신동아아파트 상가동 104,105호","서울특별시 동작구 매봉로 134, 상가동 104,105호 (본동,신동아아파트)",신동아세탁,195669.679796632    ,445275.20796016     
서울특별시 강남구 대치동 990,"서울특별시 강남구 도곡로 516, 지하1층 3호 (대치동)",이태리세탁소,205509.966459072    ,444112.266997421    
서울특별시 금천구 독산동 905-1,서울특별시 금천구 남부순환로130길 41 (독산동),형제사,191845.723408215    ,441851.791192051    
서울특별시 금천구 독산동 1021-3,서울특별시 금천구 독산로74길 20 (독산동),광전사,191398.725178001    ,440711.14709906     
서울특별시 금천구 독산동 1063-1,서울특별시 금천구 독산로51길 41 (독산동),백양사,191233.320630958    ,440149.298881357    
서울특별시 금천구 독산동 1070-20,서울특별시 금천구 시흥대로84라길 1 (독산동),독산사,191241.112967077    ,439890.9917562      
서울특별시 강남구 개포동 165-4,"서울특별시 강남구 선릉로8길 11, 1층 102호 (개포동)",포즈포(forz4),205377.91568544     ,442330.24090231     
서울특별시 강남구 역삼동 780-14,"서울특별시 강남구 언주로67길 19, 1층 101호 (역삼동)",역삼세탁,203830.345546704    ,443703.661703305    
서울특별시 구로구 개봉동 478 개봉한진아파트,"서울특별시 구로구 개봉로3길 87, 상가 B동 1층 105호 (개봉동, 개봉한진아파트)",한진 아트 크린,186835.172300314    ,442508.979734929    
서울특별시 구로구 오류동 343 금강수목원아파트 상가동 108호,"서울특별시 구로구 오리로 1197, 상가동 108호 (오류동, 금강수목원아파트)",금강명품세탁,185106.095729182    ,442911.359554726    
서울특별시 구로구 항동 233 상가동 101호,"서울특별시 구로구 연동로13길 25, 상가동 101호 (항동, 서울수목원현대홈타운스위트)",장원 세탁소,184018.256080314    ,442468.106333077    
서울특별시 구로구 구로동 685-70 상가동 001호,"서울특별시 구로구 구일로4길 46, 상가동 지하1층 001호 (구로동, 현대연예인아파트)",세탁119 운동화빨래방,189062.851345815    ,443427.686571608    
"서울특별시 구로구 고척동 277-42 (고척동,고척스카이동구장내)","서울특별시 구로구 경인로 431, 지하1층 (고척동, (고척동,고척스카이동구장내))",더 프로크린,188153.894222164    ,444168.942477596    
서울특별시 구로구 가리봉동 2-177,서울특별시 구로구 남부순환로105길 248 (가리봉동),세탁특공대,189477.925684172    ,442613.074331227    
서울특별시 구로구 신도림동 432-1 신도림에스케이뷰 101동 112호,"서울특별시 구로구 경인로 638, 101동 1층 112호 (신도림동, 신도림에스케이뷰)",에스케이(SK)세탁소,189894.636867358    ,444982.548165651    
서울특별시 구로구 온수동 118-4 온수탑빌딩,"서울특별시 구로구 부일로1가길 25, 온수탑빌딩 1층 102호 및 103호 (온수동)",유모차(UMOCHA),183969.570522017    ,443237.95619857     
서울특별시 구로구 고척동 60-34 제니스스포츠클럽 A동,"서울특별시 구로구 안양천로539길 11, 제니스스포츠클럽 A동 1층 (고척동)",스포츠 워시 하키,188459.808425308    ,444722.121126965    
서울특별시 구로구 오류동 156-1,"서울특별시 구로구 오류로8가길 6, 1층 102호 (오류동)",꼼꼼이크리닝,185958.218600529    ,443197.340444385    
서울특별시 구로구 개봉동 476 한마을아파트,"서울특별시 구로구 경인로 382, 제상가1동 108호 (개봉동, 한마을아파트)",모아세탁,187771.039016092    ,443682.345373776    
서울특별시 구로구 구로동 650-4 SK허브수 A동 110호,"서울특별시 구로구 구일로10길 27, SK허브수 A동 110호 (구로동)",세탁119,188674.995072188    ,443749.503020388    
서울특별시 구로구 구로동 95-9 101호,"서울특별시 구로구 구로중앙로18길 44, 1층 101호 (구로동)",참조은세탁,190350.718690112    ,443717.368677864    
서울특별시 동작구 노량진동 215-143,서울특별시 동작구 만양로8길 45 (노량진동),세탁의 달인,195205.59827313     ,445298.644329953    
서울특별시 동작구 신대방동 707 현대상가,"서울특별시 동작구 여의대방로 30, 현대상가 제112동 제2층 제비214,215호 (신대방동)",소망세탁소,192170.155815215    ,443599.41901313     
서울특별시 동작구 사당동 419-157,서울특별시 동작구 남부순환로267가길 16 (사당동),백영세탁소,197918.391184448    ,441731.180248315    
서울특별시 동작구 노량진동 229-101,서울특별시 동작구 장승배기로20길 8 (노량진동),크린하우스,194681.662484097    ,445145.972606206    
서울특별시 동작구 상도동 364-2,서울특별시 동작구 상도로15길 115 (상도동),대광사,194369.782740387    ,444728.152531633    
서울특별시 동작구 상도동 414 건영아파트,"서울특별시 동작구 만양로 26, 상가동 3층 302호 (상도동, 건영아파트)",건영사,195489.423430508    ,444995.675592494    
서울특별시 동작구 본동 49-2,서울특별시 동작구 노량진로26길 33 (본동),매직크리닝,195958.40180664     ,445438.196957267    
서울특별시 동작구 사당동 105 신동아아파트,"서울특별시 동작구 동작대로29길 110, 204호 (사당동, 신동아아파트)",명동세탁소,197802.436613024    ,443049.214038897    
서울특별시 동작구 사당동 1139 211호,"서울특별시 동작구 사당로2가길 102, 2층 211호 (사당동, LG상가)",LG하이크리닝,196608.871745259    ,442945.068602335    
서울특별시 동작구 신대방동 470-8,서울특별시 동작구 여의대방로10길 13 (신대방동),한성세탁소,192434.845419468    ,443710.445366967    
서울특별시 동작구 상도동 360-6,서울특별시 동작구 상도로15길 103 (상도동),삼성세탁소,194302.669552933    ,444709.829804367    
서울특별시 금천구 시흥동 927-0,서울특별시 금천구 금하로24나길 18 (시흥동),정진,191909.472527651    ,438515.079568087    
서울특별시 동작구 사당동 1133 삼성래미안(아)상가 303호,"서울특별시 동작구 사당로23바길 9 (사당동,삼성래미안(아)상가 303호)",대한명인세탁,197317.188277304    ,442998.117056593    
서울특별시 동작구 본동 50-21,서울특별시 동작구 노량진로26길 20 (본동),형제사,195900.319085901    ,445474.613478611    
서울특별시 동작구 사당동 303-30,서울특별시 동작구 남부순환로255다길 40 (사당동),스칼라세탁,197475.930089013    ,441762.328507143    
서울특별시 동작구 노량진동 232-158,서울특별시 동작구 장승배기로20길 21 (노량진동),제일사,194716.484701347    ,445202.33879561     
서울특별시 동작구 상도1동 415 상도동 중앙하이츠빌 상가동 204호,"서울특별시 동작구 상도로47길 51 (상도1동,상도동 중앙하이츠빌 상가동 204호)",중앙명품세탁,195641.835453325    ,444351.133960073    
서울특별시 동작구 사당동 1140 삼성(아)상가 1층 101호,"서울특별시 동작구 동작대로35아길 14 (사당동,삼성(아)상가 1층 101호)",삼성세탁소,198102.075352016    ,443461.406064013    
서울특별시 동작구 사당동 141-183,서울특별시 동작구 사당로29길 20 (사당동),은성세탁,198035.348083629    ,442582.663523104    
서울특별시 서초구 서초동 1338-20 지하 1층 109-1호,"서울특별시 서초구 강남대로 305, 지하 1층 109-1호 (서초동)",현대 명품호텔 세탁,202638.948768564    ,443109.509930091    
서울특별시 강남구 자곡동 658,"서울특별시 강남구 자곡로 202, 1층 111호 (자곡동, 강남힐스테이트에코)",에코세탁소,209201.961413428    ,441399.856009506    
서울특별시 강남구 역삼동 825-20,"서울특별시 강남구 테헤란로4길 6, 114호 (역삼동)",푸르지오명품세탁,202520.972243984    ,443946.832938881    
서울특별시 강남구 청담동 50-3,"서울특별시 강남구 도산대로92길 6, 1층 108호 (청담동)",백조 명품 크리닝,204373.117613098    ,446870.994795997    
서울특별시 강남구 논현동 105-4,"서울특별시 강남구 도산대로46길 21, 101동 B130호 (논현동, 한진로즈힐)",강남세탁소,203214.206500469    ,446498.835709789    
서울특별시 강남구 역삼동 735-17,"서울특별시 강남구 논현로85길 52, 1층 115호 (역삼동, 푸르지오시티)",푸르지오명품세탁,202905.303175817    ,443996.984822547    
서울특별시 강남구 자곡동 662,"서울특별시 강남구 자곡로 204-5, 근린생활시설동 1층 111호 (자곡동, 강남 지웰홈스)",강남세탁,209253.71833848     ,441349.165858561    
서울특별시 강남구 역삼동 826-37,"서울특별시 강남구 테헤란로4길 46, 1층 108호 (역삼동)",쌍용 명품 세탁소,202619.098126049    ,443688.691713202    
서울특별시 구로구 궁동 204-9,"서울특별시 구로구 부일로 951, 지층(동쪽),2층 201(동쪽),202(서쪽)호 (궁동)",세탁좋은날,185161.368667147    ,443476.111617474    
서울특별시 구로구 고척동 194-4,"서울특별시 구로구 중앙로15길 13, 1층 일부호 (고척동)",아트,187470.364669153    ,444939.837035174    
서울특별시 구로구 구로동 717-40,"서울특별시 구로구 구로동로15길 17-8, 좌측 제1층 일부(101호)호 (구로동)",스타 세탁소,189637.053810617    ,442820.816868806    
서울특별시 서초구 반포동 18-3 반포레미안퍼스티지주공상가 B10호,"서울특별시 서초구 반포대로 287 (반포동,반포레미안퍼스티지주공상가 B10호)",노블레스 크리닝,200005.626362552    ,444680.521703344    
서울특별시 서초구 서초동 1686-2 102호,"서울특별시 서초구 서초대로65길 13-18, 1층 102호 (서초동)",매직세탁,201560.321518226    ,443896.428918783    
서울특별시 서초구 방배동 831-17 1층(계약서 102호),"서울특별시 서초구 방배로27길 68, 1층 (방배동)",화이트세탁,198923.211504997    ,442947.870709453    
서울특별시 동작구 노량진동 325 신동아리버파크아파트,"서울특별시 동작구 만양로 19, 상가동 137,138호 (노량진동, 신동아리버파크아파트)",화이트세탁소,195078.236176484    ,445024.485155695    
서울특별시 서초구 반포동 20-45 반포자이중심상가 1동 B37호,"서울특별시 서초구 잠원로 24, 1동 B37호 (반포동,반포자이중심상가)",맵시크린,200800.417027918    ,444989.874340522    
서울특별시 동작구 상도동 301-40,"서울특별시 동작구 국사봉8길 77, 1층 (상도동)",세탁도우미수선짱,193872.183173262    ,443472.205196671    
"서울특별시 동작구 노량진동 325 신동아리버파크 상가동 115,116,117호","서울특별시 동작구 만양로 19 (노량진동,신동아리버파크 상가동 115,116,117호)",하얀세탁,195078.236176484    ,445024.485155695    
서울특별시 동작구 상도동 436 삼성래미안3차아파트 상가 208호,"서울특별시 동작구 상도로53길 13 (상도동,삼성래미안3차아파트 상가 208호)",삼성세탁,195766.388348198    ,444020.397472042    
서울특별시 동작구 상도1동 741-1,서울특별시 동작구 상도로38가길 1 (상도1동),미래세탁소,195312.318811562    ,444456.494334166    
서울특별시 동작구 신대방동 565 우성상가 3층 312,"서울특별시 동작구 여의대방로 22 (신대방동,우성상가 3층 312)",우성세탁,192113.200600983    ,443344.373525343    
서울특별시 동작구 신대방동 719 동원상떼빌 106동 120호,"서울특별시 동작구 신대방1가길 38, 106동 120호 (신대방동,동원상떼빌)",성원세탁,191691.678396263    ,442818.113681285    
서울특별시 동작구 상도동 430 상도에스에이치빌,"서울특별시 동작구 상도로53길 70, 상가 101동 202호 (상도동, 상도에스에이치빌)",웰빙세탁,195895.211241688    ,444436.192760248    
서울특별시 동작구 사당동 429-36,서울특별시 동작구 사당로20길 55 (사당동),세탁나라,197782.279162042    ,442047.536244603    
서울특별시 동작구 상도동 521 포스코아파트A상가동 110호,"서울특별시 동작구 장승배기로4길 9 (상도동, 포스코아파트A상가동 110호)",포스코세탁,194887.789384614    ,444431.007956044    
서울특별시 동작구 상도동 521 더샵아파트 상가B동 101호,"서울특별시 동작구 장승배기로4길 9 (상도동, 더샵아파트 상가B동 101호)",더샵명품세탁,194887.789384614    ,444431.007956044    
서울특별시 동작구 상도동 416 아이파크 상가 107호,"서울특별시 동작구 장승배기로 26 (상도동,아이파크 상가 107호)",이화세탁소,194863.800728448    ,444283.935454635    
서울특별시 동작구 상도1동 326-14,서울특별시 동작구 상도로47길 76 (상도1동),참조은세탁소,195684.973373888    ,444497.816735564    
서울특별시 동작구 상도동 279-450,서울특별시 동작구 양녕로23길 121 (상도동),백양세탁소,194350.496140357    ,443645.66444567     
서울특별시 동작구 신대방동 708 해태보라매타워,"서울특별시 동작구 보라매로3길 29, 35호 (신대방동, 해태보라매타워)",보라매세탁소,193279.599095483    ,443230.418234155    
서울특별시 동작구 신대방동 395-66 (지하 111호),"서울특별시 동작구 보라매로5길 43 (신대방동,(지하 111호))",쉐르빌세탁소,193153.177033349    ,443251.121433059    
서울특별시 동작구 사당동 312-7,"서울특별시 동작구 사당로16길 57, 1층 (사당동)",빨래하고 수선하고,197470.684253207    ,442103.255844239    
서울특별시 동작구 신대방동 565 우성쇼핑상가 301호,"서울특별시 동작구 여의대방로 22, 301호 (신대방동,우성쇼핑상가)",서울세탁소,192113.200600983    ,443344.373525343    
서울특별시 동작구 사당동 280-2,서울특별시 동작구 사당로14길 63 (사당동),그린사,197309.542412459    ,442151.350993394    
서울특별시 강남구 역삼동 761-18 강남프라자,"서울특별시 강남구 언주로 314, 강남프라자 지하1층 116호 (역삼동)",겔러리아,204056.199691995    ,443750.88453048     
서울특별시 강남구 압구정동 415 미성상가,"서울특별시 강남구 압구정로 113-22, 미성상가 지상1층 20호 (압구정동)",엔젤세탁소,201667.786866215    ,446941.563339336    
